NMFS_DNA_ID,BOX_ID,BOX_POSITION,PLATE,PLATE_POS,Sort,SAMPLE_ID,ANALYSIS_ID,BATCH_ID,PROJECT_NAME,GENUS,SPECIES,LENGTH,WEIGHT,SEX,AGE,REPORTED_LIFE_STAGE,PHENOTYPE,HATCHERY_MARK,TAG_NUMBER,COLLECTION_DATE,ESTIMATED_DATE,PICKER,PICK_DATE,LEFTOVER_SAMPLE,SAMPLE_COMMENTS,NMFS_DNA_ID,STATE_F,COUNTY_F,WATERSHED,TRIB_1,TRIB_2,WATER_NAME,REACH_SITE,LATITUDE_F,LONGITUDE_F,HATCHERY,STRAIN,LOCATION_COMMENTS_F
T021809,T230,11C,TGV,11C,35,IG101106-454,IGH_11,989,Klamath Below Iron Gate,Oncorhynchus,tshawytscha,720,,Female,,,,,,10/11/06,,MM,2/13/07,,Tissue Type: Caudal fin,T021809,California,Del Norte,Klamath River,,,Klamath River,,,,Iron Gate Hatchery,,
T021810,T230,11D,TGV,11D,47,IG101206-176,IGH_12,989,Klamath Below Iron Gate,Oncorhynchus,tshawytscha,700,,Male,,,,,,10/12/06,,MM,2/13/07,,Tissue Type: Caudal fin,T021810,California,Del Norte,Klamath River,,,Klamath River,,,,Iron Gate Hatchery,,
T021811,T230,11E,TGV,11E,59,IG101206-76,IGH_13,989,Klamath Below Iron Gate,Oncorhynchus,tshawytscha,800,,Male,,,,,,10/12/06,,MM,2/13/07,,Tissue Type: Caudal fin,T021811,California,Del Norte,Klamath River,,,Klamath River,,,,Iron Gate Hatchery,,
T021812,T230,11F,TGV,11F,71,IG101306-198,IGH_14,989,Klamath Below Iron Gate,Oncorhynchus,tshawytscha,830,,Male,,,,,,10/13/06,,MM,2/13/07,,Tissue Type: Caudal fin,T021812,California,Del Norte,Klamath River,,,Klamath River,,,,Iron Gate Hatchery,,
T021813,T230,11G,TGV,11G,83,IG101306-69,IGH_15,989,Klamath Below Iron Gate,Oncorhynchus,tshawytscha,780,,Female,,,,,,10/13/06,,MM,2/13/07,,Tissue Type: Caudal fin,T021813,California,Del Norte,Klamath River,,,Klamath River,,,,Iron Gate Hatchery,,
T021814,T230,11H,TGV,11H,95,IG101606-253,IGH_16,989,Klamath Below Iron Gate,Oncorhynchus,tshawytscha,630,,Female,,,,,,10/16/06,,MM,2/13/07,,Tissue Type: Caudal fin,T021814,California,Del Norte,Klamath River,,,Klamath River,,,,Iron Gate Hatchery,,
T021815,T230,12A,TGV,12A,12,IG101606-437,IGH_17,989,Klamath Below Iron Gate,Oncorhynchus,tshawytscha,710,,Female,,,,,,10/16/06,,MM,2/13/07,,Tissue Type: Caudal fin,T021815,California,Del Norte,Klamath River,,,Klamath River,,,,Iron Gate Hatchery,,
T021816,T230,12B,TGV,12B,24,IG101606-533,IGH_18,989,Klamath Below Iron Gate,Oncorhynchus,tshawytscha,480,,Male,,,,,,10/16/06,,MM,2/13/07,,Tissue Type: Caudal fin,T021816,California,Del Norte,Klamath River,,,Klamath River,,,,Iron Gate Hatchery,,
T021817,T230,12C,TGV,12C,36,IG101606-550,IGH_19,989,Klamath Below Iron Gate,Oncorhynchus,tshawytscha,520,,Male,,,,,,10/16/06,,MM,2/13/07,,Tissue Type: Caudal fin,T021817,California,Del Norte,Klamath River,,,Klamath River,,,,Iron Gate Hatchery,,
T021818,T230,12D,TGV,12D,48,IG101606-612,IGH_20,989,Klamath Below Iron Gate,Oncorhynchus,tshawytscha,640,,Male,,,,,,10/16/06,,MM,2/13/07,,Tissue Type: Caudal fin,T021818,California,Del Norte,Klamath River,,,Klamath River,,,,Iron Gate Hatchery,,
T021819,T230,12E,TGV,12E,60,IG101606-89,IGH_21,989,Klamath Below Iron Gate,Oncorhynchus,tshawytscha,730,,Female,,,,,,10/16/06,,MM,2/13/07,,Tissue Type: Caudal fin,T021819,California,Del Norte,Klamath River,,,Klamath River,,,,Iron Gate Hatchery,,
T021820,T230,12F,TGV,12F,72,IG101706-205,IGH_22,989,Klamath Below Iron Gate,Oncorhynchus,tshawytscha,870,,Male,,,,,,10/17/06,,MM,2/13/07,,Tissue Type: Caudal fin,T021820,California,Del Norte,Klamath River,,,Klamath River,,,,Iron Gate Hatchery,,
T021821,T230,12G,TGV,12G,84,IG101706-244,IGH_23,989,Klamath Below Iron Gate,Oncorhynchus,tshawytscha,820,,Male,,,,,,10/17/06,,MM,2/13/07,,Tissue Type: Caudal fin,T021821,California,Del Norte,Klamath River,,,Klamath River,,,,Iron Gate Hatchery,,
T021822,T230,12H,TGV,12H,96,IG101706-333,IGH_24,989,Klamath Below Iron Gate,Oncorhynchus,tshawytscha,700,,Male,,,,,,10/17/06,,MM,2/13/07,,Tissue Type: Caudal fin,T021822,California,Del Norte,Klamath River,,,Klamath River,,,,Iron Gate Hatchery,,
T017328,T183,7B,THH,7B,19,S040168BUT,BUTsp_01,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,738,,Female,,Adult,Spring,,,10/5/04,,EM,6/20/05,,,T017328,California,San Francisco,Sacramento River,,,Butte Creek,Reach B1,,,,,
T017329,T183,7C,THH,7C,31,S040169BUT,BUTsp_02,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,859,,Female,,Adult,Spring,,,10/5/04,,EM,6/20/05,,,T017329,California,San Francisco,Sacramento River,,,Butte Creek,Reach B1,,,,,
T017330,T183,7D,THH,7D,43,S040170BUT,BUTsp_03,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,938,,Male,,Adult,Spring,,,10/5/04,,EM,6/20/05,,,T017330,California,San Francisco,Sacramento River,,,Butte Creek,Reach B2,,,,,
T017331,T183,7E,THH,7E,55,S040171BUT,BUTsp_04,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,758,,Male,,Adult,Spring,,,10/5/04,,EM,6/20/05,,,T017331,California,San Francisco,Sacramento River,,,Butte Creek,Reach B2,,,,,
T017332,T183,7F,THH,7F,67,S040172BUT,BUTsp_05,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,660,,Female,,Adult,Spring,,,10/5/04,,EM,6/20/05,,,T017332,California,San Francisco,Sacramento River,,,Butte Creek,Reach B2,,,,,
T017333,T183,7G,THH,7G,79,S040173BUT,BUTsp_06,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,804,,Male,,Adult,Spring,,,10/5/04,,EM,6/20/05,,,T017333,California,San Francisco,Sacramento River,,,Butte Creek,Reach B2,,,,,
T017334,T183,7H,THH,7H,91,S040174BUT,BUTsp_07,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,785,,Female,,Adult,Spring,,,10/5/04,,EM,6/20/05,,,T017334,California,San Francisco,Sacramento River,,,Butte Creek,Reach B2,,,,,
T017335,T183,8A,THH,8A,8,S040175BUT,BUTsp_08,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,622,,Female,,Adult,Spring,,,10/5/04,,EM,6/20/05,,,T017335,California,San Francisco,Sacramento River,,,Butte Creek,Reach B4,,,,,
T017336,T183,8B,THH,8B,20,S040176BUT,BUTsp_09,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,858,,Female,,Adult,Spring,,,10/5/04,,EM,6/20/05,,,T017336,California,San Francisco,Sacramento River,,,Butte Creek,Reach B5,,,,,
T017337,T183,8C,THH,8C,32,S040177BUT,BUTsp_10,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,776,,Male,,Adult,Spring,,,10/7/04,,EM,6/20/05,,,T017337,California,San Francisco,Sacramento River,,,Butte Creek,Reach D1,,,,,
T017338,T183,8D,THH,8D,44,S040178BUT,BUTsp_11,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,700,,Female,,Adult,Spring,,,10/7/04,,EM,6/20/05,,,T017338,California,San Francisco,Sacramento River,,,Butte Creek,Reach D1,,,,,
T017339,T183,8E,THH,8E,56,S040179BUT,BUTsp_12,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,753,,Male,,Adult,Spring,,,10/7/04,,EM,6/20/05,,,T017339,California,San Francisco,Sacramento River,,,Butte Creek,Reach D1,,,,,
T017340,T183,8F,THH,8F,68,S040180BUT,BUTsp_13,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,525,,Male,,Adult,Spring,,,10/7/04,,EM,6/20/05,,,T017340,California,San Francisco,Sacramento River,,,Butte Creek,Reach D2,,,,,
T017341,T183,8G,THH,8G,80,S040181BUT,BUTsp_14,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,669,,Female,,Adult,Spring,,,10/7/04,,EM,6/20/05,,,T017341,California,San Francisco,Sacramento River,,,Butte Creek,Reach D2,,,,,
T017342,T183,8H,THH,8H,92,S040182BUT,BUTsp_15,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,716,,Female,,Adult,Spring,,,10/7/04,,EM,6/20/05,,,T017342,California,San Francisco,Sacramento River,,,Butte Creek,Reach D2,,,,,
T017343,T183,9A,THH,9A,9,S040183BUT,BUTsp_16,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,802,,Male,,Adult,Spring,,,10/7/04,,EM,6/20/05,,,T017343,California,San Francisco,Sacramento River,,,Butte Creek,Reach D2,,,,,
T017344,T183,9B,THH,9B,21,S040184BUT,BUTsp_17,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,685,,Female,,Adult,Spring,,,10/7/04,,EM,6/20/05,,,T017344,California,San Francisco,Sacramento River,,,Butte Creek,Reach D2,,,,,
T017345,T183,9C,THH,9C,33,S040185BUT,BUTsp_18,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,873,,Male,,Adult,Spring,,,10/7/04,,EM,6/20/05,,,T017345,California,San Francisco,Sacramento River,,,Butte Creek,Reach D2,,,,,
T017346,T183,9D,THH,9D,45,S040186BUT,BUTsp_19,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,741,,Female,,Adult,Spring,,,10/7/04,,EM,6/20/05,,,T017346,California,San Francisco,Sacramento River,,,Butte Creek,Reach C1,,,,,
T017347,T183,9E,THH,9E,57,S040187BUT,BUTsp_20,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,712,,Female,,Adult,Spring,,,10/7/04,,EM,6/20/05,,,T017347,California,San Francisco,Sacramento River,,,Butte Creek,Reach C1,,,,,
T017348,T183,9F,THH,9F,69,S040188BUT,BUTsp_21,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,847,,Male,,Adult,Spring,,,10/7/04,,EM,6/20/05,,,T017348,California,San Francisco,Sacramento River,,,Butte Creek,Reach C1,,,,,
T017349,T183,9G,THH,9G,81,S040189BUT,BUTsp_22,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,732,,Male,,Adult,Spring,,,10/7/04,,EM,6/20/05,,,T017349,California,San Francisco,Sacramento River,,,Butte Creek,Reach C1,,,,,
T017350,T183,9H,THH,9H,93,S040190BUT,BUTsp_23,310,Central Valley Chinook BY '04,Oncorhynchus,tshawytscha,745,,Male,,Adult,Spring,,,10/7/04,,EM,6/20/05,,,T017350,California,San Francisco,Sacramento River,,,Butte Creek,Reach C1,,,,,
T023239,T245,10A,THH,10A,10,335,EELva_01,32,,Oncorhynchus,tshawytscha,500,,,,,,,,11/19/03,,MM,5/16/07,,Origin=W,T023239,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023240,T245,10B,THH,10B,22,336,EELva_02,32,,Oncorhynchus,tshawytscha,790,,male,,,,,,11/19/03,,MM,5/16/07,,,T023240,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023241,T245,10C,THH,10C,34,337,EELva_03,32,,Oncorhynchus,tshawytscha,520,,male,,,,,,11/19/03,,MM,5/16/07,,"Origin=W, Species questionable, original data has ""NA"" under species",T023241,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023242,T245,10D,THH,10D,46,338,EELva_04,32,,Oncorhynchus,tshawytscha,830,,male,,,,,,11/20/03,,MM,5/16/07,,Origin=W,T023242,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023243,T245,10E,THH,10E,58,339,EELva_05,32,,Oncorhynchus,tshawytscha,810,,male,,,,,,11/20/03,,MM,5/16/07,,Origin=W,T023243,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023244,T245,10F,THH,10F,70,340,EELva_06,32,,Oncorhynchus,tshawytscha,510,,male,,,,,,11/20/03,,MM,5/16/07,,Origin=W,T023244,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023245,T245,10G,THH,10G,82,341,EELva_07,32,,Oncorhynchus,tshawytscha,660,,male,,,,,,11/20/03,,MM,5/16/07,,Origin=W,T023245,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023246,T245,10H,THH,10H,94,342,EELva_08,32,,Oncorhynchus,tshawytscha,730,,male,,,,,,11/20/03,,MM,5/16/07,,"Origin=W, Species questionable, original data has ""NA"" under species",T023246,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023247,T245,11A,THH,11A,11,343,EELva_09,32,,Oncorhynchus,tshawytscha,,,male,,,,,,11/19/03,,MM,5/16/07,,Origin=W,T023247,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023248,T245,11B,THH,11B,23,344,EELva_10,32,,Oncorhynchus,tshawytscha,810,,female,,,,,,11/19/03,,MM,5/16/07,,Origin=W,T023248,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023249,T245,11C,THH,11C,35,345,EELva_11,32,,Oncorhynchus,tshawytscha,680,,female,,,,,,11/19/03,,MM,5/16/07,,Origin=H,T023249,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023250,T245,11D,THH,11D,47,346,EELva_12,32,,Oncorhynchus,tshawytscha,860,,female,,,,,,12/3/03,,MM,5/16/07,,Origin=W,T023250,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023251,T245,11E,THH,11E,59,347,EELva_13,32,,Oncorhynchus,tshawytscha,830,,male,,,,,,12/3/03,,MM,5/16/07,,Origin=H,T023251,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023252,T245,11F,THH,11F,71,348,EELva_14,32,,Oncorhynchus,tshawytscha,560,,male,,,,,,12/4/03,,MM,5/16/07,,Origin=W,T023252,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023253,T245,11G,THH,11G,83,349,EELva_15,32,,Oncorhynchus,tshawytscha,440,,male,,,,,,12/4/03,,MM,5/16/07,,Origin=H,T023253,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023254,T245,11H,THH,11H,95,350,EELva_16,32,,Oncorhynchus,tshawytscha,480,,male,,,,,,12/4/03,,MM,5/16/07,,Origin=H,T023254,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023255,T245,12A,THH,12A,12,351,EELva_17,32,,Oncorhynchus,tshawytscha,510,,male,,,,,,12/4/03,,MM,5/16/07,,Origin=H,T023255,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023256,T245,12B,THH,12B,24,352,EELva_18,32,,Oncorhynchus,tshawytscha,490,,male,,,,,,12/4/03,,MM,5/16/07,,Origin=H,T023256,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023257,T245,12C,THH,12C,36,353,EELva_19,32,,Oncorhynchus,tshawytscha,490,,male,,,,,,12/4/03,,MM,5/16/07,,Origin=H,T023257,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023258,T245,12D,THH,12D,48,354,EELva_20,32,,Oncorhynchus,tshawytscha,600,,male,,,,,,12/4/03,,MM,5/16/07,,Origin=W,T023258,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023259,T245,12E,THH,12E,60,355,EELva_21,32,,Oncorhynchus,tshawytscha,890,,male,,,,,,12/4/03,,MM,5/16/07,,Origin=H,T023259,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023260,T245,12F,THH,12F,72,356,EELva_22,32,,Oncorhynchus,tshawytscha,580,,male,,,,,,12/4/03,,MM,5/16/07,,Origin=W,T023260,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023261,T245,12G,THH,12G,84,357,EELva_23,32,,Oncorhynchus,tshawytscha,570,,male,,,,,,12/4/03,,MM,5/16/07,,Origin=W,T023261,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T023262,T245,12H,THH,12H,96,358,EELva_24,32,,Oncorhynchus,tshawytscha,660,,male,,,,,,12/4/03,,MM,5/16/07,,Origin=H,T023262,California,Mendocino,Eel River,,,Eel River,,,,Van Arsdale Fisheries Station,,
T029312,T309,1B,THH,1B,13,S070011FRH,FRHsp_48,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,860,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029312,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029313,T309,1C,THH,1C,25,S070012FRH,FRHsp_49,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,728,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029313,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029314,T309,1D,THH,1D,37,S070013FRH,FRHsp_50,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,775,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029314,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029315,T309,1E,THH,1E,49,S070014FRH,FRHsp_51,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,800,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029315,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029316,T309,1F,THH,1F,61,S070015FRH,FRHsp_52,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,813,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029316,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029317,T309,1G,THH,1G,73,S070016FRH,FRHsp_53,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,799,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029317,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029318,T309,1H,THH,1H,85,S070017FRH,FRHsp_54,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,819,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029318,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029319,T309,2A,THH,2A,2,S070018FRH,FRHsp_55,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,925,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029319,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029320,T309,2B,THH,2B,14,S070019FRH,FRHsp_56,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,955,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029320,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029321,T309,2C,THH,2C,26,S070020FRH,FRHsp_57,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,735,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029321,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029322,T309,2D,THH,2D,38,S070021FRH,FRHsp_58,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,991,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029322,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029323,T309,2E,THH,2E,50,S070022FRH,FRHsp_59,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,735,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029323,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029324,T309,2F,THH,2F,62,S070023FRH,FRHsp_60,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,821,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029324,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029325,T309,2G,THH,2G,74,S070024FRH,FRHsp_61,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,800,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029325,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029326,T309,2H,THH,2H,86,S070025FRH,FRHsp_62,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,851,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029326,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029327,T309,3A,THH,3A,3,S070026FRH,FRHsp_63,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,851,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029327,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029328,T309,3B,THH,3B,15,S070027FRH,FRHsp_64,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,765,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029328,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029329,T309,3C,THH,3C,27,S070028FRH,FRHsp_65,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,995,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029329,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029330,T309,3D,THH,3D,39,S070029FRH,FRHsp_66,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,830,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029330,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029331,T309,3E,THH,3E,51,S070030FRH,FRHsp_67,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,815,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029331,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029332,T309,3F,THH,3F,63,S070031FRH,FRHsp_68,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,981,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029332,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029333,T309,3G,THH,3G,75,S070032FRH,FRHsp_69,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,865,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029333,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029334,T309,3H,THH,3H,87,S070033FRH,FRHsp_70,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,775,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029334,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029335,T309,4A,THH,4A,4,S070034FRH,FRHsp_71,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,811,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029335,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029336,T309,4B,THH,4B,16,S070035FRH,FRHsp_72,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,845,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029336,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029337,T309,4C,THH,4C,28,S070036FRH,FRHsp_73,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,975,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029337,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029338,T309,4D,THH,4D,40,S070037FRH,FRHsp_74,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,885,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029338,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029339,T309,4E,THH,4E,52,S070038FRH,FRHsp_75,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,791,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029339,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029340,T309,4F,THH,4F,64,S070039FRH,FRHsp_76,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,717,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029340,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029341,T309,4G,THH,4G,76,S070040FRH,FRHsp_77,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,915,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029341,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029342,T309,4H,THH,4H,88,S070041FRH,FRHsp_78,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,845,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029342,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029343,T309,5A,THH,5A,5,S070042FRH,FRHsp_79,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,912,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029343,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029344,T309,5B,THH,5B,17,S070043FRH,FRHsp_80,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,545,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029344,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029345,T309,5C,THH,5C,29,S070044FRH,FRHsp_81,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,871,,,,Adult,Spring Run,,,9/24/07,,CS,12/19/07,, ,T029345,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029346,T309,5D,THH,5D,41,S070045FRH,FRHsp_82,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,735,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029346,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029347,T309,5E,THH,5E,53,S070046FRH,FRHsp_83,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,699,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029347,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
T029348,T309,5F,THH,5F,65,S070047FRH,FRHsp_84,1145,FRH Spring Broodstock 2007,Oncorhynchus,tshawytscha,715,,,,Adult,Spring Run,AD,,9/24/07,,CS,12/19/07,, ,T029348,California,San Francisco,Sacramento River,,,Feather River,,,,Feather River Hatchery,,
